target_id,msa_depth,msa_avg_len,msa_first_len,gap_fraction,status
3JCM_E,6119,85.0,85,0.028336041067840767,OK
3FOZ_C,13840,74.0,74,0.010789329792219965,OK
3J0O_h,5152,111.0,111,0.05247852666330927,OK
3J45_5,8224,108.0,108,0.028813589854445886,OK
3KYL_E,172,24.0,24,0.015746124031007752,OK
3MJ3_B,21,29.0,29,0.013136288998357963,OK
3MJA_C,1,14.0,14,0.0,OK
3LWO_D,57,58.0,58,0.1675741076830006,OK
3NPN_A,480,54.0,54,0.4339506172839506,OK
3K0J_E,6760,87.0,87,0.14889308304427668,OK
3EPL_E,23150,69.0,69,0.011489028703790653,OK
3NPQ_B,283,54.0,54,0.331370239497448,OK
3NMU_E,11,34.0,34,0.01871657754010695,OK
3J5L_B,7624,118.0,118,0.04551527735785299,OK
1VY6_AA,6972,1498.0,1498,0.05287093443390192,OK
3NVI_F,16,24.0,24,0.015625,OK
3OIJ_C,1,14.0,14,0.0,OK
3NPQ_C,283,54.0,54,0.331370239497448,OK
3KTW_D,2494,96.0,96,0.17382133787757284,OK
3JBV_a,7437,120.0,120,0.056696248487293266,OK
3Q0A_D,2,20.0,20,0.0,OK
3MUT_R,2686,92.0,92,0.1978212308588818,OK
3JCM_F,4510,214.0,214,0.5837153159127173,OK
3KTV_A,5902,108.0,108,0.028169986319766055,OK
3LA5_A,4186,71.0,71,0.03461235641272383,OK
3Q22_D,8,21.0,21,0.0,OK
3MUV_R,2686,92.0,92,0.1978212308588818,OK
3Q23_C,6,20.0,20,0.0,OK
3R4F_A,11,66.0,66,0.1349862258953168,OK
3R1H_C,334,130.0,130,0.3274988484569323,OK
3S8U_A,7,27.0,27,0.0,OK
3KTV_C,5902,108.0,108,0.028169986319766055,OK
3OXD_A,4075,88.0,88,0.14195203569436698,OK
3OWZ_B,4188,88.0,88,0.14367890943822176,OK
3SIV_C,683,32.0,32,0.06460468521229869,OK
3OVS_C,3600,34.0,34,0.03454248366013072,OK
3JB9_P,11364,186.0,186,0.1261363937429271,OK
3OX0_A,4188,88.0,88,0.14367890943822176,OK
3OWW_B,4188,88.0,88,0.14367890943822176,OK
3Q51_A,12,33.0,33,0.07575757575757576,OK
3Q24_D,20,22.0,22,0.031818181818181815,OK
3OXB_B,4146,88.0,88,0.1429718677367013,OK
3P22_E,62,40.0,40,0.2669354838709677,OK
3SKW_A,196,66.0,66,0.01886209029066172,OK
3SNP_D,207,30.0,30,0.052012882447665054,OK
3SD3_A,803,89.0,89,0.055843955951697985,OK
3SN2_B,259,29.0,29,0.11436559712421782,OK
3OXB_A,4146,88.0,88,0.1429718677367013,OK
3OUY_C,3899,35.0,35,0.05565529622980251,OK
3TS2_V,6,24.0,24,0.0,OK
3TS0_U,15,23.0,23,0.028985507246376812,OK
3Q3Z_V,969,75.0,75,0.0730374957000344,OK
3TRZ_U,2,21.0,21,0.0,OK
3UZS_C,55,28.0,28,0.03116883116883117,OK
3JBU_v,15279,76.0,76,0.006496705143971258,OK
3VA3_C,1,12.0,12,0.0,OK
3WPH_B,1,12.0,12,0.0,OK
3JBO_7,14904,75.0,75,0.03072105922347468,OK
1VVJ_XA,6945,1501.0,1501,0.05277220993539704,OK
3J7R_S6,16089,76.0,76,0.02755969263079384,OK
3UD3_R,2750,92.0,92,0.1985098814229249,OK
3OXD_B,4075,88.0,88,0.14195203569436698,OK
3WC1_Q,6795,75.0,75,0.09166151582045622,OK
3ZD4_A,5419,43.0,43,0.06042477587472159,OK
3UCU_R,2775,92.0,92,0.1856090873482178,OK
3J81_1,16204,75.0,75,0.014955977947831812,OK
3V7E_C,4864,126.0,126,0.19102933114035087,OK
3TRA_A,7036,75.0,75,0.04356073526624976,OK
3JBO_AB,23891,118.0,118,0.04167160316380397,OK
484D_B,9,27.0,27,0.024691358024691357,OK
3ZN8_G,5796,88.0,88,0.1598143704121965,OK
4A4R_A,14,22.0,22,0.0,OK
430D_A,1274,29.0,29,0.0007578628268283441,OK
488D_B,1,20.0,20,0.0,OK
4A4S_A,36,22.0,22,0.016414141414141416,OK
4AL7_B,238,20.0,20,0.0002100840336134454,OK
4AL5_B,238,20.0,20,0.0002100840336134454,OK
4ANG_R,9,20.0,20,0.027777777777777776,OK
3UMY_B,7453,80.0,80,0.0647826378639474,OK
4AY2_C,99,20.0,20,0.022222222222222223,OK
4ATO_G,59,34.0,34,0.0353938185443669,OK
3WC2_P,13947,76.0,76,0.015132475197458046,OK
3ZJT_B,12275,88.0,88,0.11014626920940566,OK
3WFR_A,12487,74.0,74,0.006051699172544852,OK
3TUP_T,11445,76.0,76,0.013042928421972362,OK
4AOB_A,3694,94.0,94,0.0636829130620097,OK
4C4W_D,960,35.0,35,0.07160714285714286,OK
3W3S_B,18387,99.0,99,0.11725730684777838,OK
3WC2_Q,13947,76.0,76,0.015132475197458046,OK
4C9D_D,1,13.0,13,0.0,OK
4C8Y_C,4,16.0,16,0.0,OK
4C9D_C,17,29.0,29,0.028397565922920892,OK
3RG5_B,12575,86.0,86,0.10604836099680984,OK
4C7O_E,429,48.0,48,0.19425019425019424,OK
4CXG_b,1,17.0,17,0.0,OK
486D_A,8592,74.0,74,0.0568961070008556,OK
3WQZ_C,17887,75.0,75,0.017811073218911313,OK
4CXG_c,21,19.0,19,0.0,OK
4DR4_W,10,15.0,15,0.0,OK
3ZGZ_E,20710,88.0,88,0.12674377770949474,OK
4CXG_2,2881,50.0,50,0.017716070808746962,OK
4B5R_A,4802,94.0,94,0.0507501307079497,OK
4ED5_C,1,11.0,11,0.0,OK
3WQY_C,17817,75.0,75,0.01702194533310883,OK
3ZJV_B,20563,87.0,87,0.12945805461321278,OK
486D_C,15236,72.0,72,0.004053812607566874,OK
3ZGZ_B,20710,88.0,88,0.12674377770949474,OK
4ENB_A,1189,52.0,52,0.1495277220676716,OK
3W1K_G,19893,95.0,95,0.0977000637621803,OK
3JCS_8,29952,121.0,121,0.08006501863035954,OK
4FNJ_A,162,35.0,35,0.20970017636684304,OK
4FF1_C,13,20.0,20,0.11538461538461539,OK
4HQU_C,1,11.0,11,0.0,OK
4ER8_B,3403,32.0,32,0.08443836320893329,OK
4ILL_R,37,24.0,24,0.0,OK
4J50_B,7,19.0,19,0.03007518796992481,OK
4ILM_K,1,16.0,16,0.0,OK
4FEJ_B,3933,67.0,67,0.020670863834906322,OK
4FEN_B,3993,67.0,67,0.026583835144338413,OK
4JF2_A,92,77.0,77,0.14088085827216262,OK
4FEO_B,3955,67.0,67,0.016857557974979717,OK
4JV5_Y,1,10.0,10,0.0,OK
4JYA_Y,1,10.0,10,0.0,OK
4JRC_A,932,57.0,57,0.18509524885174308,OK
3IYQ_A,18098,349.0,349,0.10882220042994192,OK
4K27_U,278,55.0,55,0.41393067364290387,OK
4K50_F,58,35.0,35,0.17586206896551723,OK
4CSU_A,7624,118.0,118,0.04551527735785299,OK
4K50_B,58,35.0,35,0.17586206896551723,OK
4ERJ_A,3948,161.0,161,0.07100851441409126,OK
4K50_N,58,35.0,35,0.17586206896551723,OK
4KAZ_B,1,15.0,15,0.0,OK
4ANG_S,9,20.0,20,0.027777777777777776,OK
4KJI_C,8,16.0,16,0.0,OK
4KB1_C,160,18.0,18,0.00034722222222222224,OK
4KB0_D,155,18.0,18,0.0017921146953405018,OK
4BY9_B,156,72.0,72,0.19756054131054132,OK
4KR6_D,21,39.0,39,0.18315018315018314,OK
4AS1_B,20487,87.0,87,0.12719644473170258,OK
4L47_QY,2,18.0,18,0.0,OK
4M2Z_C,26,27.0,27,0.18376068376068377,OK
4ARI_B,20487,87.0,87,0.12719644473170258,OK
4CXH_Y,14678,76.0,76,0.012251597449817485,OK
4M59_D,1,18.0,18,0.0,OK
4M30_D,69,27.0,27,0.057971014492753624,OK
4LW0_A,833,89.0,89,0.05104064097549132,OK
4M6D_B,8,45.0,45,0.20277777777777778,OK
4CXG_1,10198,135.0,135,0.06408591372309748,OK
4NI9_D,1,16.0,16,0.0,OK
3IZ4_A,17372,377.0,377,0.1331046758984701,OK
4M6D_H,8,45.0,45,0.20277777777777778,OK
4O26_F,366,51.0,51,0.166130933247616,OK
4GXY_A,9403,172.0,172,0.13773375147466543,OK
4P5J_A,135,86.0,86,0.09035314384151594,OK
4PCJ_A,162,35.0,35,0.20970017636684304,OK
4OOG_D,1386,34.0,34,0.12573211102622867,OK
4PDB_I,14,38.0,38,0.11466165413533834,OK
4E8V_A,4107,393.0,393,0.24010393723618398,OK
4NLF_A,1836,27.0,27,0.0019769224562252883,OK
4GCW_B,14158,76.0,76,0.0236940617541877,OK
4GMA_Z,6148,210.0,210,0.22070204789788395,OK
4PMI_A,12,40.0,40,0.0875,OK
4Q0Z_D,2,17.0,17,0.0,OK
4Q9R_R,9,84.0,84,0.1746031746031746,OK
4PRF_B,114,76.0,76,0.1956371191135734,OK
4QI2_E,319,23.0,23,0.026713915769388034,OK
4QIL_C,2,19.0,19,0.0,OK
4QI2_F,319,23.0,23,0.026713915769388034,OK
4PJO_3,4372,60.0,60,0.1688662702043306,OK
4PJO_2,4372,60.0,60,0.1688662702043306,OK
3JAG_9,4523,1719.0,1719,0.08571714835569272,OK
4KR3_C,13400,74.0,74,0.050423557886244454,OK
4JXX_B,16507,75.0,75,0.020086831849114518,OK
4PJO_4,4372,60.0,60,0.1688662702043306,OK
4JYZ_B,16329,75.0,75,0.02074672872394717,OK
4PKD_V,3921,55.0,55,0.3449073752057685,OK
4JXZ_B,16380,75.0,75,0.02086691086691087,OK
4QQB_C,1,18.0,18,0.0,OK
3Q1R_B,16203,347.0,347,0.11268166264439236,OK
4QOZ_D,690,26.0,26,0.03634336677814939,OK
4RGF_A,18,56.0,56,0.3134920634920635,OK
4RZD_A,116,101.0,101,0.16251280300443838,OK
4TUA_QY,2,17.0,17,0.0,OK
4TUB_QY,2,17.0,17,0.0,OK
4LCK_B,12532,75.0,75,0.14823066283647196,OK
4TS2_Y,52,47.0,47,0.2622749590834697,OK
4TUC_XY,5,18.0,18,0.011111111111111112,OK
4RUM_A,391,94.0,94,0.16996789465092235,OK
4P3E_A,5957,125.0,125,0.035322477757260363,OK
4TUW_C,1411,28.0,28,0.08329958489419864,OK
4TUX_C,569,26.0,26,0.0627281330269028,OK
4OJI_A,12298,54.0,54,0.07523204616227872,OK
4RMO_F,53,45.0,45,0.05408805031446541,OK
4TZP_F,743,102.0,102,0.0670704351727232,OK
4QKA_A,3661,122.0,122,0.1895455420672485,OK
4QK8_A,3661,122.0,122,0.1895455420672485,OK
3JCE_a,6872,1533.0,1533,0.0640534739419234,OK
4QK9_A,4464,124.0,124,0.18742051104173893,OK
4QJD_H,10629,47.0,47,0.09079135164133452,OK
4QLN_A,4764,125.0,125,0.14014609571788414,OK
4RQE_D,8887,90.0,90,0.11227760899191078,OK
4TVX_X,7699,61.0,61,0.06742412789397814,OK
4QEI_C,13905,69.0,69,0.054591977653747736,OK
4V2S_Q,103,65.0,65,0.07333831217326363,OK
4RQF_C,8887,90.0,90,0.11227760899191078,OK
4RQE_B,8887,90.0,90,0.11227760899191078,OK
4V4P_B1,786,78.0,78,0.08051151562601944,OK
4QLM_A,4764,125.0,125,0.14014609571788414,OK
4V50_CW,2,17.0,17,0.0,OK
4V3P_S2,7036,75.0,75,0.04356073526624976,OK
4U7U_X,11850,61.0,61,0.014545203015840077,OK
4V4G_HA,8088,119.0,119,0.04882219950294658,OK
4V4S_BB,6141,123.0,123,0.05816562806566024,OK
4UYJ_S,4836,110.0,110,0.2056883976238815,OK
4V4W_B9,7240,108.0,108,0.07454215264988745,OK
4UE4_A,4372,266.0,266,0.08260960039623304,OK
4V5P_CY,3000,67.0,67,0.22171144278606966,OK
4V6E_CX,32,17.0,17,0.0055147058823529415,OK
4V4I_0,13147,76.0,76,0.009086523641575224,OK
4V49_AW,14335,76.0,76,0.010563031226479173,OK
4UY8_V,14562,77.0,77,0.014385422296423532,OK
4U6F_3,18466,121.0,121,0.05370200135518214,OK
4V4X_AC,14643,77.0,77,0.022061869019459678,OK
3JCS_1,7754,1538.0,1538,0.21606609013913872,OK
4ADV_A,6649,1410.0,1410,0.04722152000674127,OK
4BTS_AA,5078,1717.0,1717,0.07801614556655258,OK
4V69_BA,7700,117.0,117,0.035742035742035744,OK
4V5G_CY,17330,69.0,69,0.03494484725323432,OK
4V5C_CY,14140,76.0,76,0.011638316087247823,OK
4V68_AY,16887,72.0,72,0.10656866228459762,OK
4V51_CV,14643,77.0,77,0.022061869019459678,OK
4V6G_BB,5974,122.0,122,0.05266811922703299,OK
4V75_A1,1,97.0,97,0.20618556701030927,OK
4UJC_A4,29832,121.0,121,0.06600378095295086,OK
4V6P_AB,15857,76.0,76,0.012715619533793809,OK
4B3R_A,6937,1512.0,1512,0.05688745954711069,OK
4V6L_AB,14565,76.0,76,0.011511915731656639,OK
4V6U_B3,7444,126.0,126,0.10710554148222069,OK
4V6U_A0,15113,76.0,76,0.01701480426401808,OK
4K0K_A,7088,1511.0,1511,0.055969821758571084,OK
4V6W_BC,12491,75.0,75,0.05432391321751661,OK
4DR3_A,7274,1498.0,1498,0.055444102355519026,OK
4V83_AV,10,35.0,35,0.2057142857142857,OK
4DR6_A,7274,1500.0,1500,0.05650728622491064,OK
4V8M_BF,25,73.0,73,0.06410958904109589,OK
4DV7_A,7267,1498.0,1498,0.05544652628898528,OK
4LEL_QA,6783,1500.0,1500,0.053876062705784065,OK
4V7L_DB,6015,122.0,122,0.052119700748129674,OK
4V6I_DC,21560,118.0,118,0.050154083204930665,OK
4V6X_BC,14906,75.0,75,0.04527572789480746,OK
4V7Z_DB,6015,122.0,122,0.052119700748129674,OK
4V99_AD,1,17.0,17,0.0,OK
4V8A_AB,6041,122.0,122,0.05224137790670853,OK
4V84_CV,10,34.0,34,0.10588235294117647,OK
4V7H_B3,12823,113.0,113,0.03127193324495048,OK
4V75_A3,14643,77.0,77,0.022061869019459678,OK
4U4O_2,5187,1750.0,1750,0.07573978903302211,OK
4V8Q_BY,4283,90.0,90,0.2289698290398734,OK
4V8Y_CN,9035,87.0,87,0.020502642978455433,OK
4UJC_C1,4138,1742.0,1742,0.09864566264117565,OK
4L47_XA,6801,1500.0,1500,0.05385835416360339,OK
4V8N_CV,16777,78.0,78,0.029322041928586604,OK
4V8N_CW,16845,78.0,78,0.03257452945787763,OK
4V8M_BG,7854,182.0,182,0.1720569346619767,OK
4V7L_CY,16126,75.0,75,0.018887097440985573,OK
4W90_C,4169,119.0,119,0.2098038543793627,OK
4V90_AV,14948,76.0,76,0.01174070109713674,OK
4WFM_B,4115,103.0,103,0.1320813033066333,OK
4V6X_A7,29832,121.0,121,0.06600378095295086,OK
4W29_CX,13093,76.0,76,0.010828405696897097,OK
4V8F_BB,17048,85.0,85,0.10266375907472328,OK
4V4G_EA,6727,1526.0,1526,0.051826026881363244,OK
4V8M_BD,15177,119.0,119,0.018401351447873082,OK
4V9I_CY,22825,75.0,75,0.04277590361445783,OK
4WC2_B,12852,75.0,75,0.00690113082269945,OK
4U52_6,6149,1795.0,1795,0.07207404243097706,OK
4U27_AA,6874,1538.0,1538,0.06585234953669108,OK
4WJ3_Q,14480,76.0,76,0.032275915963943004,OK
4V6T_AV,17370,363.0,363,0.10935180030799438,OK
4W92_C,4169,119.0,119,0.2098038543793627,OK
4WC3_B,13130,76.0,76,0.006779372269210727,OK
4WQF_BW,14140,76.0,76,0.011638316087247823,OK
4V8P_C3,27589,120.0,120,0.06714602438169802,OK
4WQ1_1L,17048,85.0,85,0.10266375907472328,OK
4WQ1_1K,17048,85.0,85,0.10266375907472328,OK
4WQR_1L,14140,76.0,76,0.011638316087247823,OK
4V56_AA,6889,1530.0,1530,0.06238258016711305,OK
4V4Y_AA,6884,1515.0,1515,0.05768721846037015,OK
4WQ1_3L,17048,85.0,85,0.10266375907472328,OK
4WR6_1L,17048,85.0,85,0.10266375907472328,OK
4WSD_1K,14140,76.0,76,0.011638316087247823,OK
4WRA_3L,17048,85.0,85,0.10266375907472328,OK
4V5E_CA,7050,1504.0,1504,0.052397578089633315,OK
4V6F_BA,6856,1516.0,1516,0.05838269658839358,OK
4WSD_3K,14140,76.0,76,0.011638316087247823,OK
4WRA_3K,17048,85.0,85,0.10266375907472328,OK
4WT8_DV,7898,55.0,55,0.0799235709845991,OK
4X4P_H,16,28.0,28,0.033482142857142856,OK
4WZJ_VVVV,3017,68.0,68,0.2503168320692546,OK
4X4N_B,3401,32.0,32,0.14897272860923258,OK
4WRA_1K,17048,85.0,85,0.10266375907472328,OK
4V6O_AA,6924,1531.0,1531,0.06756947974104215,OK
4WSD_3L,14140,76.0,76,0.011638316087247823,OK
4X4U_G,696,37.0,37,0.20437247592420008,OK
4XEJ_BIRE,10,32.0,32,0.13125,OK
4X4Q_B,3602,36.0,36,0.10437102844098957,OK
4X4U_B,696,37.0,37,0.20437247592420008,OK
4X4V_D,696,37.0,37,0.20437247592420008,OK
4XW7_A,2065,64.0,64,0.10686289346246973,OK
4X4Q_D,3375,36.0,36,0.12976954732510287,OK
4X4T_D,4094,34.0,34,0.0891764131153194,OK
4X4O_B,4094,34.0,34,0.0891764131153194,OK
4WT1_2K,14619,77.0,77,0.021897317403165955,OK
4Y1I_B,2453,100.0,100,0.10738279657562169,OK
4Y1M_B,2660,107.0,107,0.1220609936055091,OK
4YB1_R,4134,91.0,91,0.16525781910397294,OK
4YAZ_A,4091,84.0,84,0.14546158233520737,OK
4Y1O_A,3761,275.0,275,0.1770573590196031,OK
4Z0C_B,1,13.0,13,0.0,OK
4WU1_2L,17048,85.0,85,0.10266375907472328,OK
4Z7K_C,113,31.0,31,0.20982015415358266,OK
4WSM_1L,24103,87.0,87,0.03191809480481516,OK
4WSM_2L,24103,87.0,87,0.03191809480481516,OK
4ZLD_B,3,17.0,17,0.0,OK
4WSM_2K,24103,87.0,87,0.03191809480481516,OK
4V8G_CA,6573,1501.0,1501,0.056042459852060696,OK
4ZT9_D,367,85.0,85,0.1812469947106908,OK
4WZD_2K,17048,85.0,85,0.10266375907472328,OK
4ZNP_A,2078,73.0,73,0.08585705433306524,OK
5A17_A,21,32.0,32,0.12648809523809523,OK
4V8A_DA,6977,1498.0,1498,0.0533395729205995,OK
4WSM_3L,24103,87.0,87,0.03191809480481516,OK
4YVI_C,9952,74.0,74,0.027122077865646996,OK
5A8L_P,3,18.0,18,0.0,OK
4YCO_E,14027,76.0,76,0.007176010175863842,OK
4YCO_F,14027,76.0,76,0.007176010175863842,OK
4YCO_D,14027,76.0,76,0.007176010175863842,OK
4YPB_QV,14643,77.0,77,0.022061869019459678,OK
5B43_B,37,43.0,43,0.32558139534883723,OK
4YVJ_C,11923,74.0,74,0.017503077177655722,OK
4WSM_3K,24103,87.0,87,0.03191809480481516,OK
5BJO_E,35,36.0,36,0.2777777777777778,OK
5BTM_A,18,55.0,55,0.17676767676767677,OK
5B2S_A,399,81.0,81,0.2100312509669235,OK
5A2Q_3,1217,257.0,257,0.21980119513123103,OK
5CZZ_B,38,73.0,73,0.2782984859408796,OK
4V8E_BA,7023,1502.0,1502,0.05190051785336102,OK
5D0A_F,1,17.0,17,0.0,OK
5D0B_F,1,17.0,17,0.0,OK
5BTP_B,1348,75.0,75,0.09824925816023738,OK
5D5L_D,83,77.0,77,0.15443592552026286,OK
5DCV_D,49,51.0,51,0.1480592236894758,OK
5DE5_A,109,35.0,35,0.07601572739187418,OK
5DO4_A,1,14.0,14,0.0,OK
5DDO_A,695,61.0,61,0.29430357353461495,OK
4YYE_C,16939,76.0,76,0.02104532983678276,OK
5F5F_B,3,20.0,20,0.0,OK
5D6G_0,4418,74.0,74,0.04205767560226591,OK
5AKA_7,6185,74.0,74,0.07556424654241954,OK
4YVK_C,20849,74.0,74,0.029886066218744047,OK
5A8L_A,3538,253.0,253,0.2624034480524268,OK
5E54_A,3915,71.0,71,0.058007303077725614,OK
5F5H_D,26,22.0,22,0.013986013986013986,OK
5F9H_B,239,23.0,23,0.010005457522284883,OK
5FJ1_H,55,24.0,24,0.05227272727272727,OK
4ZDO_E,12812,87.0,87,0.10577188770585048,OK
5FJ4_D,362,35.0,35,0.10883977900552486,OK
4ZDP_E,12812,87.0,87,0.10577188770585048,OK
4Z7L_F,1,14.0,14,0.0,OK
4Z31_E,1,15.0,15,0.0,OK
5DUN_A,68,54.0,54,0.27913943355119825,OK
5G4V_B,4,19.0,19,0.013157894736842105,OK
5G4U_I,3,19.0,19,0.017543859649122806,OK
5DI4_A,2776,48.0,48,0.23300912584053796,OK
5GAM_W,30,31.0,31,0.0978494623655914,OK
5FK3_A,4789,94.0,94,0.059849033467654154,OK
5FKH_A,4763,94.0,94,0.05259737068984772,OK
5FKE_A,4792,94.0,94,0.05441915604020886,OK
5GAO_V,404,96.0,96,0.29692656765676567,OK
4WF1_CA,6791,1539.0,1539,0.0670679928495355,OK
5E6M_C,13400,74.0,74,0.050423557886244454,OK
4W2E_a,7013,1496.0,1496,0.052623146013781895,OK
5E7K_3L,12543,76.0,76,0.006955022092423117,OK
5EL7_3L,12543,76.0,76,0.006955022092423117,OK
5FJ0_C,2,19.0,19,0.0,OK
5FQ5_A,379,84.0,84,0.2413933911295389,OK
5HLF_E,55,33.0,33,0.03801652892561983,OK
5CCB_N,17990,77.0,77,0.036339813604960906,OK
4W2F_CA,6852,1503.0,1503,0.053839392629413285,OK
5E81_3K,12543,76.0,76,0.006955022092423117,OK
5GAP_V,4689,67.0,67,0.022548804283126913,OK
5CD1_N,17990,77.0,77,0.036339813604960906,OK
4V9Q_BA,7077,1504.0,1504,0.05236180509832571,OK
5HSW_B,6,18.0,18,0.0,OK
5HRT_B,15,25.0,25,0.024,OK
5GAN_V,4410,160.0,160,0.20160714285714285,OK
5FK4_A,4608,93.0,93,0.047829394414575864,OK
5GAG_1,9295,113.0,113,0.12826193547772854,OK
5AH5_D,25960,84.0,84,0.05241488737251449,OK
5GAN_W,9617,80.0,80,0.08450920245398773,OK
5GM6_L,4959,66.0,66,0.10909457551925791,OK
5H9F_L,7699,61.0,61,0.06742412789397814,OK
5GMK_L,6106,127.0,127,0.2125984251968504,OK
5H1S_B,7532,121.0,121,0.062016388478030926,OK
5AH5_C,25960,84.0,84,0.05241488737251449,OK
5GAP_W,10418,112.0,112,0.28976633848010314,OK
5FKG_A,3684,94.0,94,0.04189190750109733,OK
5FKF_A,4718,94.0,94,0.05276532609381905,OK
5ANC_N,3598,1162.0,1162,0.2837888519056772,OK
5GAK_B,20576,77.0,77,0.026417109329239966,OK
4WRA_13,6977,1505.0,1505,0.053174526457839405,OK
5IB7_1L,12543,76.0,76,0.006955022092423117,OK
5HR6_C,17069,68.0,68,0.03642309932350701,OK
5IB8_1K,12543,76.0,76,0.006955022092423117,OK
5IB8_1L,12543,76.0,76,0.006955022092423117,OK
4V9K_CA,6929,1511.0,1511,0.05606234513075279,OK
5IEM_A,5365,57.0,57,0.07606154248622488,OK
5IB8_3L,12543,76.0,76,0.006955022092423117,OK
5HR6_D,17069,68.0,68,0.03642309932350701,OK
5JUT_EC,112,201.0,201,0.09137348969438522,OK
5K36_L,1,17.0,17,0.0,OK
5HR7_D,16905,76.0,76,0.03217126667600679,OK
5IBB_1K,13093,76.0,76,0.010828405696897097,OK
5IBB_3K,13093,76.0,76,0.010828405696897097,OK
5JTE_AY,3313,65.0,65,0.06575959506837865,OK
5KQE_A,16,36.0,36,0.11284722222222222,OK
5IBB_2L,14619,77.0,77,0.021897317403165955,OK
5KH8_A,2725,47.0,47,0.11770447003708764,OK
5L1Z_N,112,23.0,23,0.023680124223602484,OK
5LJ3_I,56,33.0,33,0.027597402597402596,OK
4WR6_1G,7004,1498.0,1498,0.052564279500022494,OK
5IBB_3L,13093,76.0,76,0.010828405696897097,OK
5K7D_A,231,47.0,47,0.16385741917656813,OK
5JUS_C,4159,158.0,158,0.0611956379485088,OK
5LM7_G,45,30.0,30,0.06222222222222222,OK
5JEA_R,799,27.0,27,0.10457516339869281,OK
5LM7_R,45,30.0,30,0.06222222222222222,OK
5IQR_6,14140,76.0,76,0.011638316087247823,OK
5JPQ_3,3886,274.0,274,0.255771231934964,OK
5JVH_Y,7482,123.0,123,0.07451813892637724,OK
5LWJ_A,5,34.0,34,0.047058823529411764,OK
5J8B_y,14140,76.0,76,0.011638316087247823,OK
5LSN_A,2650,29.0,29,0.03405335068314899,OK
5IQR_5,14547,78.0,78,0.0357550151322063,OK
5J4D_IA,14643,77.0,77,0.022061869019459678,OK
5KMZ_A,10,31.0,31,0.08709677419354839,OK
5JTE_AW,13460,74.0,74,0.007538853861290711,OK
5KCS_1x,14751,77.0,77,0.01913495629175922,OK
5LZD_x,83,48.0,48,0.31400602409638556,OK
5J02_A,3798,418.0,418,0.2640214819686009,OK
5M0I_F,8,28.0,28,0.10714285714285714,OK
5M0H_A,9,42.0,42,0.24867724867724866,OK
5M3H_V,1,16.0,16,0.0,OK
5LJ3_Z,4940,171.0,171,0.24785140990127139,OK
5IBB_1L,13093,76.0,76,0.010828405696897097,OK
5LYV_B,5365,57.0,57,0.07606154248622488,OK
5LYU_B,5592,58.0,58,0.07105902520842583,OK
5LQW_2,8328,81.0,81,0.12369990868229741,OK
5LJ3_V,10418,112.0,112,0.28976633848010314,OK
5L3P_y,14452,73.0,73,0.003208542970779036,OK
5L4O_A,14429,77.0,77,0.0169670927866229,OK
5MS0_R,104,29.0,29,0.15683023872679044,OK
5MPS_5,2800,141.0,141,0.3558257345491388,OK
4W2I_DA,5453,2800.0,2800,0.1250529852505829,OK
5LZV_2,9774,76.0,76,0.0824044457368098,OK
5KCR_1x,24103,87.0,87,0.03191809480481516,OK
5LMU_Z,14643,77.0,77,0.022061869019459678,OK
5MSF_R,2,18.0,18,0.0,OK
5MSF_S,2,18.0,18,0.0,OK
5MDV_5,9193,70.0,70,0.04936986216220416,OK
5M73_A,6536,145.0,145,0.044804372599501964,OK
5N5C_A,3,19.0,19,0.0,OK
5ML7_A,7232,96.0,96,0.04954830383480826,OK
5NDI_B,211,20.0,20,0.027488151658767772,OK
5NG6_B,31,43.0,43,0.23255813953488372,OK
5MLC_B,7532,121.0,121,0.062016388478030926,OK
5MLC_C,7050,103.0,103,0.09919300420023411,OK
5NP6_A,27,29.0,29,0.0421455938697318,OK
5MQF_6,5911,106.0,106,0.005424807602072248,OK
5MMI_B,7532,121.0,121,0.062016388478030926,OK
5MQ0_2,6066,155.0,155,0.20843410654839772,OK
5NS3_C,2164,34.0,34,0.12211862563879526,OK
5NS3_D,2164,34.0,34,0.12211862563879526,OK
5NS4_C,2152,33.0,33,0.11008786752281176,OK
5NY8_B,515,41.0,41,0.09452995500828795,OK
5NZ3_B,515,41.0,41,0.09452995500828795,OK
5O5J_W,75,19.0,19,0.021052631578947368,OK
5O69_B,515,41.0,41,0.09452995500828795,OK
5O62_B,515,41.0,41,0.09452995500828795,OK
5MQ0_6,10418,112.0,112,0.28976633848010314,OK
5LZC_y,17500,95.0,95,0.07944661654135339,OK
5NRL_4,4410,160.0,160,0.20160714285714285,OK
5O7H_A,1952,43.0,43,0.26353412123522685,OK
5MRE_bb,12903,76.0,76,0.0062541555003528355,OK
5ND9_B,7650,114.0,114,0.038508198601077855,OK
5NCO_1,9078,104.0,104,0.09470910230989543,OK
5MYJ_BB,9092,115.0,115,0.03816637655655234,OK
4ZSN_XA,6656,1508.0,1508,0.060417556684860235,OK
4ZSN_QA,6976,1511.0,1511,0.057725285976235434,OK
5MQF_2,11593,188.0,188,0.11017929014390562,OK
5OSG_2,395,88.0,88,0.38486766398158806,OK
5NRL_6,10418,112.0,112,0.28976633848010314,OK
5O9Z_6,5911,106.0,106,0.005424807602072248,OK
5T2A_H,34,127.0,127,0.1509958314034275,OK
5T5H_H,46,91.0,91,0.33659818442427136,OK
